Genome_id	Length	Taxid	Species
GCA_000208405.1	2568361	69823	Selenomonas sputigena
GCA_000209385.2	2219029	742723	Lachnospiraceae bacterium 2_1_46FAA
GCA_000209465.1	3288100	712991	Lachnospiraceae bacterium oral taxon 500
GCA_000209515.2	3017625	937772	gamma proteobacterium IMCC1989
GCA_000209655.1	3924810	1007105	Pusillimonas sp. T7-7
GCA_000209675.1	2694139	750	Gallibacterium anatis
GCA_000209735.1	1004014	2115	Mycoplasma fermentans
GCA_000210055.1	3608022	471189	Gordonibacter pamelaeae
GCA_000210095.1	2573208	1161942	Ruminococcus champanellensis
GCA_000210375.1	6788435	118562	Arthrospira platensis
GCA_000210575.1	3763317	328814	Alistipes shahii
GCA_000210615.1	1966750	39483	Faecalitalea cylindroides
GCA_000210915.2	3437906	97084	Halobacteriovorax marinus
GCA_000211835.2	3618708	80880	Hylemonella gracilis
GCA_000211855.3	3296168	983544	Lacinutrix sp. 5H-3-7-4
GCA_000212375.1	2186370	28123	Porphyromonas asaccharolytica
GCA_000212395.1	1898865	184064	Thermodesulfobium narugense
GCA_000212415.1	3055580	81028	Treponema brennaborense
GCA_000212675.2	4200534	873	Desulfovibrio africanus
GCA_000212695.1	4266344	1708	Cellulomonas fimi
GCA_000212735.1	8771651	2350	Haliscomenobacter hydrossis
GCA_000212915.1	2991798	151276	Bacteroides coprosuis
GCA_000213055.1	7506727	355249	Streptomyces sp. Tu6071
GCA_000213255.1	3135972	252966	Mahella australiensis
GCA_000213295.2	2536778	706435	Capnocytophaga sp. oral taxon 329
GCA_000213555.1	5176087	156974	Dysgonomonas gadei
GCA_000213575.1	3954365	163665	Dysgonomonas mossii
GCA_000213805.1	4920769	47880	Pseudomonas fulva
GCA_000213825.1	2143887	1348	Streptococcus parauberis
GCA_000213935.2	3106595	1032851	Corynebacterium nuruki
GCA_000213975.1	2761262	82203	Centipeda periodontii
GCA_000214035.2	4234613	378211	Methyloversatilis universalis
GCA_000214095.3	3207552	160808	Acidithiobacillus ferrivorans
GCA_000214155.1	4643668	875328	Mycobacterium sinense
GCA_000214175.1	4863490	639313	Hoyosella subflava
GCA_000214215.1	3899940	936476	Marinomonas posidonica
GCA_000214335.2	4074265	1030157	Sphingomonas sp. KC8
GCA_000214355.1	3855671	150829	Treponema azotonutricium
GCA_000214375.1	4059867	88058	Treponema primitia
GCA_000214435.1	2892255	1565	Desulfotomaculum nigrificans
GCA_000214595.2	3261960	230105	Methylophaga aminisulfidivorans
GCA_000214665.1	5051681	421	Methylomonas methanica
GCA_000214785.1	2354088	267818	Lactobacillus kefiranofaciens
GCA_000214825.1	1932455	147268	Thioalkalimicrobium cyclicum
GCA_000215085.1	3969014	1564	Desulfotomaculum ruminis
GCA_000215105.1	3307740	139208	Isoptericola variabilis
GCA_000215705.1	4070193	94132	Ramlibacter tataouinensis
GCA_000215745.1	5280350	548	Klebsiella aerogenes
GCA_000215935.3	3404505	471825	Haloplasma contractile
GCA_000215955.3	3760335	180542	Salinisphaera shabanensis
GCA_000215975.1	1634377	1295609	Thermodesulfobacterium geofontis
GCA_000217635.1	444925	9	Buchnera aphidicola
GCA_000217675.1	4052047	55601	Vibrio anguillarum
GCA_000217795.1	2322224	171695	Thermodesulfatator indicus
GCA_000217815.1	2039943	119394	Pseudothermotoga thermarum
GCA_000218235.1	3388644	310514	Prevotella multisaccharivorax
GCA_000218545.1	3526441	11	Cellulomonas gilvus
GCA_000218565.1	3896074	40137	Oligotropha carboxidovorans
GCA_000218625.1	2526590	2352	Flexistipes sinusarabici
GCA_000218765.2	2895463	296745	Caldalkalibacillus thermarum
GCA_000218785.2	2591567	1036674	Idiomarina sp. A28L
GCA_000218875.1	2061413	542	Zymomonas mobilis
GCA_000218895.1	6919729	106	Runella slithyformis
GCA_000219045.1	2035931	573569	Francisella sp. TX077308
GCA_000219105.1	9003593	33	Myxococcus fulvus
GCA_000219125.2	4323011	2374	Acetonema longum
GCA_000219175.1	538294	1048758	Candidatus Moranella endobia
GCA_000219355.1	1183732	234827	Candidatus Midichloria mitochondrii
GCA_000219535.3	5153859	1465	Brevibacillus laterosporus
GCA_000219585.1	3783444	261292	Nitrosomonas sp. Is79A3
GCA_000219605.1	4547930	316	Pseudomonas stutzeri
GCA_000219725.1	3239340	215591	Treponema caldarium
GCA_000219805.1	1441470	165096	Weissella koreensis
GCA_000220155.2	3863529	385682	Thermophagus xiamenensis
GCA_000220235.1	2669193	28133	Prevotella nigrescens
GCA_000220255.1	3127600	60133	Prevotella pallens
GCA_000220335.1	3727356	759851	Sporosarcina newyorkensis
GCA_000220505.2	3862761	260552	Microbulbifer agarilyticus
GCA_000220525.2	3384629	1042376	Ochrovirga pacifica
GCA_000220545.2	4370691	49186	Marinobacterium stanieri
GCA_000220565.2	4649474	1042378	Oceanicola sp. S124
GCA_000220585.2	3704661	393060	Mesoflavibacter zeaxanthinifaciens
GCA_000220625.1	2571406	28188	Capnocytophaga canimorsus
GCA_000220835.1	2828172	712124	Actinomyces sp. oral taxon 448
GCA_000220985.2	2812133	795955	Nesterenkonia sp. F
GCA_000221145.2	2430672	1574624	[Propionibacterium] namnetense
GCA_000221305.2	928687	171279	Mycoplasma anatis
GCA_000221545.2	1650551	1000569	Megasphaera sp. UPII 135-E
GCA_000221565.2	1950550	712430	Peptoniphilus sp. oral taxon 375
GCA_000221605.2	1731014	671229	Veillonella sp. oral taxon 780
GCA_000222105.4	5579559	339268	Mycobacterium colombiense
GCA_000222125.2	4796529	686578	Pseudomonas sp. S9
GCA_000222305.1	1403443	64897	Borreliella bissettii
GCA_000222485.1	6221273	104	Cyclobacterium marinum
GCA_000222855.1	2952624	758828	Succinivibrionaceae bacterium WG-1
GCA_000223375.1	3277101	92945	Ketogulonicigenium vulgare
GCA_000223985.2	5595540	244573	Thiocapsa marina
GCA_000224005.3	3779112	37487	Marichromatium purpuratum
GCA_000224065.2	5524189	210408	Thiorhodococcus drewsii
GCA_000224085.1	3842422	111501	Muricauda ruestringensis
GCA_000224105.1	832603	2123	Mycoplasma putrefaciens
GCA_000224335.2	3279329	456455	Bizionia argentinensis
GCA_000224415.2	3466927	1045009	Citricoccus sp. CH26A
GCA_000224515.2	5702338	913865	Desulfosporosinus sp. OT
GCA_000224715.2	3433900	1078471	Serinicoccus profundi
GCA_000224785.2	3775822	558169	Lentibacillus jeotgali
GCA_000224985.1	2066652	1623	Lactobacillus ruminis
GCA_000225005.2	2943210	519989	Ectothiorhodospira sp. PHS-1
GCA_000225325.1	1375770	1625	Lactobacillus sanfranciscensis
GCA_000225345.1	3592125	301301	Roseburia hominis
GCA_000225445.1	653223	9	Buchnera aphidicola
GCA_000225465.1	627953	9	Buchnera aphidicola
GCA_000225525.2	8221694	1073330	Streptomyces zinciresistens
GCA_000225705.1	2492085	626935	Collinsella tanakaei
GCA_000225825.2	3191479	661979	Brachybacterium squillarum
GCA_000225995.2	6318414	28077	Nitrospirillum amazonense
GCA_000226215.2	3352817	665550	Dietzia alimentaria
GCA_000226295.1	3695372	458033	Chloracidobacterium thermophilum
GCA_000226315.1	2481983	349221	Micavibrio aeruginosavorus
GCA_000226565.1	4134229	300231	Glaciecola nitratireducens
GCA_000226625.1	1638559	84590	Taylorella asinigenitalis
GCA_000226875.1	2354550	607712	Neisseria shayeganii
GCA_000226955.2	4124388	179878	Sphingomonas elodea
GCA_000227215.2	3019868	930	Acidithiobacillus thiooxidans
GCA_000227315.1	2237864	33030	Peptoniphilus indolicus
GCA_000227355.2	1195147	2116	Mycoplasma iowae
GCA_000227505.4	2736988	745014	gamma proteobacterium HIMB55
GCA_000227525.2	2168870	751994	gamma proteobacterium HIMB30
GCA_000227585.1	1726950	132144	Candidatus Glomeribacter gigasporarum
GCA_000227665.3	2158359	92245	Thioalkalimicrobium aerophilum
GCA_000227685.3	3756729	108010	Thioalkalivibrio paradoxus
GCA_000227705.3	4355525	377615	Thermobacillus composti
GCA_000227725.2	3188869	154347	Thiorhodospira sibirica
GCA_000227745.3	5017071	73141	Thiocystis violascens
GCA_000227765.1	2467075	607711	Neisseria wadsworthii
GCA_000228725.3	5342862	631362	Thiorhodovibrio sp. 970
GCA_000230275.1	2487765	187327	Acidaminococcus intestini
GCA_000230555.1	3948887	531813	Pelagibacterium halotolerans
GCA_000230695.3	4225490	666685	Rhodanobacter denitrificans
GCA_000230895.3	6415739	36814	Mycobacterium rhodesiae
GCA_000230915.2	6805951	228574	Paenibacillus lactis
GCA_000230935.2	7281599	36814	Mycobacterium rhodesiae
GCA_000231035.3	4669397	208085	Saccharomonospora paurometabolica
GCA_000231055.3	4763852	40988	Saccharomonospora azurea
GCA_000231275.1	2855429	626932	Alistipes indistinctus
GCA_000231305.1	3373426	1079994	Leucobacter chromiiresistens
GCA_000231385.3	4873567	79209	Desulfosporosinus meridiei
GCA_000231405.3	3176073	142877	Desulfitobacterium metallireducens
GCA_000231445.2	2454778	479936	Commensalibacter intestini
GCA_000233435.1	590336	39768	Blattabacterium sp. (Mastotermes darwiniensis)
GCA_000233455.1	6647380	358743	[Clostridium] citroniae
GCA_000233535.1	2163862	661086	Olsenella sp. oral taxon 809
GCA_000233655.2	3784483	173362	Brachybacterium paraconglomeratum
GCA_000233695.3	3974658	2293	Desulfobacter postgatei
GCA_000233715.3	4855529	102134	Desulfotomaculum gibsoniae
GCA_000233775.1	1999646	336261	Thermovirga lienii
GCA_000233915.4	3452554	415229	Pseudoxanthomonas spadix
GCA_000234115.1	2593873	671218	Alloprevotella rava
GCA_000234355.2	2887061	479935	Gluconobacter morbifer
GCA_000234585.2	4870742	1797	Mycobacterium thermoresistibile
GCA_000235405.3	2166381	93466	Fervidobacterium pennivorans
GCA_000235425.3	9978592	298655	Frankia sp. CN3
GCA_000235445.1	2687075	43995	Johnsonella ignava
GCA_000235505.1	5697783	154046	Hungatella hathewayi
GCA_000235605.1	5863081	1563	Desulfosporosinus orientis
GCA_000235645.2	2587121	308354	Staphylococcus simiae
GCA_000235885.1	3097322	363265	Prevotella stercorea
GCA_000236035.1	4208238	223527	Halomonas boliviensis
GCA_000236085.3	1297943	2134	Spiroplasma melliferum
GCA_000236165.1	3909670	463	Fluoribacter dumoffii
GCA_000236405.1	609561	164514	Blattabacterium punctulatus
GCA_000236565.2	6968952	475067	Mesorhizobium alhagi
GCA_000236625.3	3613819	1118153	Halomonas sp. GFAJ-1
GCA_000236665.1	3806980	146939	Azospira oryzae
GCA_000236685.1	3590853	1131707	Sphaerochaeta pleomorpha
GCA_000236705.1	4000057	253245	Owenweeksia hongkongensis
GCA_000236865.1	2398022	1473216	Senegalimassilia anaerobia
GCA_000237065.1	6845832	294	Pseudomonas fluorescens
GCA_000237085.1	4897678	288965	[Clostridium] clariflavum
GCA_000237145.1	9239851	134676	Actinoplanes sp. SE50/110
GCA_000237205.1	2628375	83561	Simkania negevensis
GCA_000237285.1	1807534	56877	Helicobacter bizzozeronii
GCA_000237805.1	1675934	428712	Jonquetella anthropi
GCA_000237825.1	1880838	108007	Thermanaerovibrio velox
GCA_000237995.2	1978793	187452	Pediococcus claussenii
GCA_000238055.2	2470863	1501329	Oribacterium parvum
GCA_000238095.2	2325163	796937	Peptoanaerobacter stomatis
GCA_000238215.1	3405521	28112	Tannerella forsythia
GCA_000238255.3	4718298	298657	Pseudoalteromonas spongiae
GCA_000238275.3	3998432	43660	Pseudoalteromonas undina
GCA_000238375.3	5320014	43655	Pseudoalteromonas citrea
GCA_000238795.2	2143543	1078480	Haemophilus sputorum
GCA_000238815.2	2458945	909943	SAR116 cluster alpha proteobacterium HIMB100
GCA_000238915.2	4954410	1665	Arthrobacter globiformis
GCA_000238995.1	919992	136241	Mycoplasma haemocanis
GCA_000239275.1	1798854	156456	Anaeroglobus geminatus
GCA_000239355.1	2553535	194702	Cardiobacterium valvarum
GCA_000239695.1	2205725	55565	Actinomyces graevenitzii
GCA_000239815.2	8434788	551947	Bradyrhizobium sp. STM 3843
GCA_000240075.2	3162432	996	Flavobacterium columnare
GCA_000240165.1	8095515	29303	Streptomyces cattleya
GCA_000240185.2	5682322	573	Klebsiella pneumoniae
GCA_000240225.2	5092500	1097667	Patulibacter medicamentivorans
GCA_000240505.2	4583671	1764	Mycobacterium avium
GCA_000241055.1	1842238	336988	Oenococcus kitaharae
GCA_000241265.2	3906554	263909	Gordonia araii
GCA_000241305.2	4703019	263908	Gordonia effusa
GCA_000241345.2	5306375	36821	Gordonia amarae
GCA_000241465.1	4264936	59803	Sphingomonas echinoides
GCA_000242235.1	2313632	796942	Stomatobaculum longum
GCA_000242255.3	3603458	81475	Frateuria aurantia
GCA_000242335.3	3350206	52227	Prevotella dentalis
GCA_000242435.1	2499879	487173	Dialister succinatiphilus
GCA_000242455.3	9755686	466153	Singulisphaera acidiphila
GCA_000242595.3	3285855	46355	Spirochaeta africana
GCA_000242615.3	4127237	35839	Holophaga foetida
GCA_000242635.3	5202069	995	Solitalea canadensis
GCA_000242715.2	11005945	42234	Streptomyces acidiscabies
GCA_000242835.1	4760413	1112216	Sphingomonas sp. PAMC 26617
GCA_000242895.3	4815602	666686	Bacillus sp. 1NLA3E
GCA_000242915.2	2952682	1176482	Sulfurimonas gotlandica
GCA_000242935.3	7417673	794903	Opitutaceae bacterium TAV5
GCA_000242955.1	3098456	457402	Eubacterium sp. 3_1_31
GCA_000243115.3	4697343	446683	Niabella soli
GCA_000243135.3	3624449	233055	Desulfitobacterium dichloroeliminans
GCA_000243155.3	4321753	36854	Desulfitobacterium dehalogenans
GCA_000243215.1	3773011	626933	Odoribacter laneus
GCA_000243235.1	3966857	195907	Gillisia limnaea
GCA_000243275.1	4301842	256	Myroides odoratus
GCA_000243335.1	4522760	183	Leptonema illini
GCA_000243395.3	4564108	40990	Saccharomonospora glauca
GCA_000243715.3	4395904	301541	Leptospira broomii
GCA_000243735.3	4418431	408139	Leptospira kmetyi
GCA_000243815.3	4223825	100053	Leptospira alexanderi
GCA_000244515.3	4317431	29507	Leptospira kirschneri
GCA_000244755.3	4211147	447106	Leptospira licerasiae
GCA_000244815.3	4323312	28184	Leptospira weilii
GCA_000244895.1	5660978	339862	Desulfosporosinus youngiae
GCA_000244955.1	5965593	632569	Saccharomonospora marina
GCA_000244975.1	5408301	40989	Saccharomonospora cyanea
GCA_000244995.1	5600627	864051	Burkholderiales bacterium JOSHI_001
GCA_000245015.1	4265146	1022	Beggiatoa alba
GCA_000245055.1	4590519	596152	Desulfovibrio sp. U5L
GCA_000245075.1	5190553	1054213	Acetobacteraceae bacterium AT-5844
GCA_000245555.2	6375964	130049	Paenibacillus dendritiformis
GCA_000245755.1	2096464	40091	Helcococcus kunzii
GCA_000245775.1	2562512	437897	Megamonas funiformis
GCA_000245795.1	1717767	82347	Facklamia languida
GCA_000245815.1	1862135	29394	Dolosigranulum pigrum
GCA_000246855.1	9033684	354356	Niastella koreensis
GCA_000246875.2	4992811	590061	Halomonas sp. KM-1
GCA_000246895.2	3970278	1137848	Clostridium arbusti
GCA_000246925.2	1885265	1175452	Peptoniphilus rhinitidis
GCA_000246945.2	3458160	1183151	Myroides injenensis
GCA_000247475.2	5505000	1125979	Rhizobium sp. PDO1-076
GCA_000247565.1	719535	51229	Wigglesworthia glossinidia
GCA_000247605.1	4044777	33952	Acetobacterium woodii
GCA_000247645.2	3109262	1112215	Salinibacterium sp. PAMC 21357
GCA_000247715.1	5844299	84595	Gordonia polyisoprenivorans
GCA_000247995.2	3544917	746032	Mobilicoccus pelagius
GCA_000248015.2	4495280	565	Atlantibacter hermannii
GCA_000248055.2	4952979	36823	Gordonia sputi
GCA_000248095.3	2434610	97478	Lactobacillus mucosae
GCA_000250635.1	4400185	1008	Saprospira grandis
GCA_000250655.1	8739048	61624	Paenibacillus mucilaginosus
GCA_000250675.3	9436348	37326	Nocardia brasiliensis
GCA_000250875.1	2376899	437898	Sutterella parvirubra
GCA_000252125.2	3934101	229204	Flavobacterium frigoris
GCA_000252165.2	3076861	56804	Glaciecola punicea
GCA_000252445.1	4406036	502394	Deinococcus gobiensis
GCA_000252625.2	2817512	1069827	Listeria fleischmannii
GCA_000252855.1	2164087	34085	Riemerella anatipestifer
GCA_000252955.1	4587917	628	Xenorhabdus nematophila
GCA_000253015.1	1522743	56426	Bartonella clarridgeiae
GCA_000253035.1	3072383	83552	Parachlamydia acanthamoebae
GCA_000253115.1	3785534	426114	Thiomonas arsenitoxydans
GCA_000253175.1	4625880	630	Yersinia enterocolitica
GCA_000253235.1	8226158	54571	Streptomyces venezuelae
GCA_000253275.1	3563292	55197	Flavobacterium branchiophilum
GCA_000253295.1	4757528	717785	Hyphomicrobium sp. MC1
GCA_000253395.1	1929905	1308	Streptococcus thermophilus
GCA_000255115.3	4991181	885581	Desulfosporosinus acidiphilus
GCA_000255135.1	2244793	149715	Marinitoga piezophila
GCA_000255295.1	10080619	184914	Corallococcus coralloides
GCA_000255355.1	1417115	35789	Rickettsia helvetica
GCA_000255455.1	4257070	1087449	Aquimarina agarilytica
GCA_000255495.2	2195706	238015	Lactobacillus vini
GCA_000255535.1	5656799	34038	Rahnella aquatilis
GCA_000255555.2	3453898	165	Treponema saccharophilum
GCA_000255655.1	8702386	360056	Schlesneria paludicola
GCA_000255705.1	10086423	360055	Zavarzinella formosa
GCA_000257395.1	1727973	676517	Diplorickettsia massiliensis
GCA_000257665.1	1359862	1081644	Candidatus Aquiluna sp. IMCC13023
GCA_000257745.1	4434836	1789	Mycobacterium xenopi
GCA_000258175.1	4776006	75294	Saccharomonospora xinjiangensis
GCA_000258345.2	1800792	138072	Candidatus Hamiltonella defensa
GCA_000258405.1	3658997	591197	Ignavibacterium album
GCA_000258495.1	5141552	454586	Pedobacter agri
GCA_000258765.1	2981404	1167637	Gillisia marina
GCA_000259075.1	4982627	989	Marinilabilia salmonicolor
GCA_000259095.1	4598615	766499	Citreicella sp. 357
GCA_000259175.1	4402109	588	Providencia stuartii
GCA_000259255.1	1960111	138563	Helicobacter cetorum
GCA_000259275.1	1847790	138563	Helicobacter cetorum
GCA_000260115.1	4508243	453852	Joostella marina
GCA_000260135.1	4691711	1031	Thiothrix nivea
GCA_000260275.1	2454960	170573	Staphylococcus pettenkoferi
GCA_000260635.1	2286440	89059	Lactobacillus acidipiscis
GCA_000260835.1	3086951	1165090	Imtechella halotolerans
GCA_000260965.1	2745290	754477	Methylophaga frappieri
GCA_000260985.2	3137191	754476	Methylophaga nitratireducenticrescens
GCA_000261025.1	2699437	28131	Prevotella intermedia
GCA_000261485.1	5964336	716925	Ensifer sojae
GCA_000262225.1	2110802	859	Fusobacterium necrophorum
GCA_000262245.1	2253160	752	Pasteurella bettyae
GCA_000262305.1	4158725	563	Shimwellia blattae
GCA_000262405.1	7082538	864069	Microvirga lotononidis
GCA_000262545.1	2521238	28125	Prevotella bivia
GCA_000262715.1	632588	1186051	Blattabacterium sp. (Blaberus giganteus)
GCA_000263195.1	5220361	312279	Emticicia oligotrophica
GCA_000263355.1	4850682	1134474	Cellvibrio sp. BR
GCA_000264055.1	3955605	1189620	Flavobacterium sp. ACAM 123
GCA_000264315.1	3879600	219571	Rhodanobacter fulvus
GCA_000264335.1	4239760	1162282	Rhodanobacter sp. 115
GCA_000264455.2	6512983	171437	Tistrella mobilis
GCA_000265075.1	3633701	590849	Nitritalea halalkaliphila
GCA_000265245.2	3561919	720605	Halomonas smyrnensis
GCA_000265295.1	2510109	44674	Sulfurospirillum barnesii
GCA_000265365.1	3734239	214856	Alistipes finegoldii
GCA_000265385.1	3520671	101385	Aequorivita sublithincola
GCA_000265405.1	4196595	232259	Belliella baltica
GCA_000265425.1	5227858	392734	Terriglobus roseus
GCA_000265465.1	2399175	28251	Ornithobacterium rhinotracheale
GCA_000265505.1	4919337	999	Bernardetia litoralis
GCA_000266885.1	4409302	29510	Turneriella parva
GCA_000266905.1	6342624	1800	Mycobacterium chubuense
GCA_000266925.1	2160700	97477	Acetomicrobium mobile
GCA_000266945.1	6527027	2358	Desulfomonile tiedjei
GCA_000269565.1	3861289	556262	Coprobacillus sp. D6
GCA_000269605.1	1550817	230143	Scardovia wiggsiae
GCA_000269805.1	3371034	461393	Actinomyces massiliensis
GCA_000269865.1	3736359	245160	Fictibacillus macauensis
GCA_000269905.1	2908057	94136	Alkalibacillus haloalkaliphilus
GCA_000269945.1	1963964	1363	Lactococcus garvieae
GCA_000269985.1	8783278	2066	Kitasatospora setae
GCA_000270085.1	1787941	1648	Erysipelothrix rhusiopathiae
GCA_000270145.1	2362241	315405	Streptococcus gallolyticus
GCA_000270185.1	2068732	33970	Melissococcus plutonius
GCA_000270205.1	1620005	49118	Candidatus Arthromitus sp. SFB-mouse
GCA_000270245.1	5683123	29405	Microlunatus phosphovorus
GCA_000270285.1	3123671	502558	Eggerthella sp. YY7918
GCA_000270305.1	2835737	1042156	Clostridium sp. SY8519
GCA_000271305.1	5193926	243629	Hydrocarboniphaga effusa
GCA_000271665.2	5380816	365349	Pelosinus fermentans
GCA_000272005.1	3491709	553384	Alishewanella agri
